data,valor
2010-01-01,284389.3
2010-02-01,283356.4
2010-03-01,318651.7
2010-04-01,311651.0
2010-05-01,315947.5
2010-06-01,316546.6
2010-07-01,328891.3
2010-08-01,332382.6
2010-09-01,336660.8
2010-10-01,350937.7
2010-11-01,358427.1
2010-12-01,348004.9
2011-01-01,327590.9
2011-02-01,332322.4
2011-03-01,356617.3
2011-04-01,354617.8
2011-05-01,368272.7
2011-06-01,363821.7
2011-07-01,367333.1
2011-08-01,374887.3
2011-09-01,370113.8
2011-10-01,383776.1
2011-11-01,391537.9
2011-12-01,385490.9
2012-01-01,364190.6
2012-02-01,367525.1
2012-03-01,397758.4
2012-04-01,385880.0
2012-05-01,401862.3
2012-06-01,395383.3
2012-07-01,409021.0
2012-08-01,418752.0
2012-09-01,402675.8
2012-10-01,431405.6
2012-11-01,426600.5
2012-12-01,413705.4
2013-01-01,408889.7
2013-02-01,398093.7
2013-03-01,434630.2
2013-04-01,446505.1
2013-05-01,441335.3
2013-06-01,434739.6
2013-07-01,452597.5
2013-08-01,453781.6
2013-09-01,447755.0
2013-10-01,475713.9
2013-11-01,470324.9
2013-12-01,467252.4
2014-01-01,453278.0
2014-02-01,455501.3
2014-03-01,477201.8
2014-04-01,479726.2
2014-05-01,481275.6
2014-06-01,461320.0
2014-07-01,486881.2
2014-08-01,483768.7
2014-09-01,491475.6
2014-10-01,509081.7
2014-11-01,498553.3
2014-12-01,500889.7
2015-01-01,474641.8
2015-02-01,466982.4
2015-03-01,515034.5
2015-04-01,497159.2
2015-05-01,492230.7
2015-06-01,490580.0
2015-07-01,507320.0
2015-08-01,501232.2
2015-09-01,499676.0
2015-10-01,521368.4
2015-11-01,514117.1
2015-12-01,515444.8
2016-01-01,482507.5
2016-02-01,490164.0
2016-03-01,527627.4
2016-04-01,520771.6
2016-05-01,516169.7
2016-06-01,522108.9
2016-07-01,522443.3
2016-08-01,530511.4
2016-09-01,524215.8
2016-10-01,539834.3
2016-11-01,545672.2
2016-12-01,547302.0
2017-01-01,514648.6
2017-02-01,510340.0
2017-03-01,560684.8
2017-04-01,537460.4
2017-05-01,550544.3
2017-06-01,542724.9
2017-07-01,548654.4
2017-08-01,555952.3
2017-09-01,544028.5
2017-10-01,568522.5
2017-11-01,573820.4
2017-12-01,578097.8
2018-01-01,553185.5
2018-02-01,539698.1
2018-03-01,589199.4
2018-04-01,587181.9
2018-05-01,562300.5
2018-06-01,584616.6
2018-07-01,592555.7
2018-08-01,599072.1
2018-09-01,576227.9
2018-10-01,612143.2
2018-11-01,607596.3
2018-12-01,600363.8
2019-01-01,578931.4
2019-02-01,576643.5
2019-03-01,601978.5
2019-04-01,613141.2
2019-05-01,616047.4
2019-06-01,597572.6
2019-07-01,632355.9
2019-08-01,630305.2
2019-09-01,617949.1
2019-10-01,649366.0
2019-11-01,637683.4
2019-12-01,637156.6
2020-01-01,614681.5
2020-02-01,618377.0
2020-03-01,635036.1
2020-04-01,568271.2
2020-05-01,576775.5
2020-06-01,607677.0
2020-07-01,644010.2
2020-08-01,637198.7
2020-09-01,648114.6
2020-10-01,674165.8
2020-11-01,679762.7
2020-12-01,705526.9
2021-01-01,679778.8
2021-02-01,707112.1
2021-03-01,769779.2
2021-04-01,737646.3
2021-05-01,731526.4
2021-06-01,734466.1
2021-07-01,765599.5
2021-08-01,767699.6
2021-09-01,762551.9
2021-10-01,772588.9
2021-11-01,788175.6
2021-12-01,795217.6
2022-01-01,723718.0
2022-02-01,753437.2
2022-03-01,842372.9
2022-04-01,832172.2
2022-05-01,841751.2
2022-06-01,843558.1
2022-07-01,869140.1
2022-08-01,873885.6
2022-09-01,858156.3
2022-10-01,880478.9
2022-11-01,880643.2
2022-12-01,880363.1
2023-01-01,811628.9
2023-02-01,829904.9
2023-03-01,939484.3
2023-04-01,909795.2
2023-05-01,912358.2
2023-06-01,905426.5
2023-07-01,921323.1
2023-08-01,932297.0
2023-09-01,915825.3
2023-10-01,953959.1
2023-11-01,961889.3
2023-12-01,949452.9
2024-01-01,888664.3
2024-02-01,899042.8
2024-03-01,965492.7
2024-04-01,989465.8
2024-05-01,961781.6
2024-06-01,969982.0
2024-07-01,1008411.1
2024-08-01,993833.0
2024-09-01,987669.2
2024-10-01,1046392.1
2024-11-01,1025651.9
2024-12-01,1008323.5
2025-01-01,953972.1
2025-02-01,966150.6
